cover_img,authors,publication_year,title,rating
book_covers/1058.png,"Paulo Coelho, Alan R. Clarke",1994,Na margem do rio Piedra eu sentei e chorei,3.57
book_covers/1059.png,"Paulo Coelho, Margaret Jull Costa",2005,O Zahir,3.56
book_covers/1060.png,"Paulo Coelho, Montserrat Mira",1990,Brida,3.46
book_covers/1061.png,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000,O Demônio e a Srta. Prym,3.59
book_covers/1062.png,"Paulo Coelho, Alan R. Clarke",1987,O Diário de um Mago,3.64
book_covers/1063.png,Paulo Coelho,1996,O Monte Cinco,3.61
book_covers/1064.png,Paulo Coelho,2014,Adultério,3.01
book_covers/1065.png,Paulo Coelho,2010,Aleph,3.37
book_covers/1066.png,Paulo Coelho,2008,O vencedor está só,3.37
book_covers/1067.png,Paulo Coelho,1997,Manual do guerreiro da luz,3.69
book_covers/1068.png,"Paulo Coelho, Margaret Jull Costa",2012,Manuscrito encontrado em Accra,3.8
book_covers/1069.png,"Paulo Coelho, Alan R. Clarke",1988,As Valkírias,3.3
book_covers/1070.png,Paulo Coelho,2000,Ser Como o Rio que Flui,3.93
book_covers/1071.png,Paulo Coelho,1994,Maktub,3.41
book_covers/1072.png,Michael Crichton,1999,Timeline,3.83
book_covers/1073.png,Michael Crichton,1995,The Lost World,3.72
book_covers/1074.png,Michael Crichton,1994,Disclosure,3.76
book_covers/1075.png,Michael Crichton,1996,Airframe,3.66
book_covers/1076.png,Michael Crichton,2006,Next,3.48
book_covers/1077.png,Michael Crichton,2009,Pirate Latitudes,3.41
book_covers/1078.png,Michael Crichton,1976,Eaters of the Dead,3.64
book_covers/1079.png,"Michael Crichton, Richard   Preston",2011,Micro,3.38
book_covers/1080.png,Michael Crichton,1972,The Terminal Man,3.34
book_covers/1081.png,Michael Crichton,1975,The Great Train Robbery,3.84
book_covers/1082.png,Robert Jordan,1990,The Eye of the World,4.18
book_covers/1083.png,Robert Jordan,1991,The Dragon Reborn ,4.23
book_covers/1084.png,Robert Jordan,1992,The Shadow Rising ,4.21
book_covers/1085.png,Robert Jordan,1993,The Fires of Heaven,4.13
book_covers/1086.png,"Robert Jordan, Brandon Sanderson",2010,Towers of Midnight,4.42
book_covers/1087.png,Robert Jordan,1996,A Crown of Swords,4.0
book_covers/1088.png,Robert Jordan,1998,The Path of Daggers,3.9
book_covers/1089.png,Robert Jordan,2005,Knife of Dreams,4.12
book_covers/1090.png,"Robert Jordan, Brandon Sanderson",2012,A Memory of Light,4.5
book_covers/1091.png,Robert Jordan,2003,Crossroads of Twilight,3.82
book_covers/1092.png,Robert Jordan,2004,New Spring,4.01
book_covers/1093.png,Sidney Sheldon,1982,Master of the Game,4.09
book_covers/1094.png,Sidney Sheldon,1980,Rage of Angels,3.91
book_covers/1095.png,Sidney Sheldon,1994,Nothing Lasts Forever,3.82
book_covers/1096.png,Sidney Sheldon,1977,Bloodline,3.79
book_covers/1097.png,Sidney Sheldon,1987,Windmills of the Gods,3.82
book_covers/1098.png,Sidney Sheldon,1988,The Sands of Time,3.73
book_covers/1099.png,Sidney Sheldon,1991,The Doomsday Conspiracy,3.59
book_covers/1100.png,Sidney Sheldon,1997,The Best Laid Plans,3.66
book_covers/1101.png,Sidney Sheldon,2000,The Sky is Falling,3.54
book_covers/1102.png,Sidney Sheldon,1976,A Stranger in the Mirror,3.61
book_covers/1103.png,Sidney Sheldon,1970,The Naked Face,3.51
book_covers/1104.png,Sidney Sheldon,1990,Memories of Midnight,3.68
book_covers/1105.png,Sidney Sheldon,1995,"Morning, Noon & Night",3.62
book_covers/1106.png,Lisa Gardner,2011,Love You More,4.15
book_covers/1107.png,Lisa Gardner,2012,Catch Me,4.17
book_covers/1108.png,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ",4.14
book_covers/1109.png,Lisa Gardner,2016,Find Her,4.12
book_covers/1110.png,Lisa Gardner,2014,Fear Nothing,4.1
book_covers/1111.png,Lisa Gardner,2001,The Next Accident,4.16
book_covers/1112.png,Lisa Gardner,2002,The Survivors Club,4.05
book_covers/1113.png,Ken Follett,2010,Fall of Giants,4.26
book_covers/1114.png,Ken Follett,1978,Storm Island,4.16
book_covers/1115.png,Ken Follett,2012,Winter of the World,4.29
book_covers/1116.png,Ken Follett,2014,Edge of Eternity,4.04
book_covers/1117.png,Ken Follett,1993,A Dangerous Fortune,3.99
book_covers/1118.png,Ken Follett,2004,Whiteout,3.54
book_covers/1119.png,Ken Follett,1982,The Man from St. Petersburg,3.84
book_covers/1120.png,Ken Follett,1995,A Place Called Freedom,3.87
book_covers/1121.png,Ken Follett,2002,Hornet Flight,3.83
book_covers/1122.png,Ken Follett,2000,Code to Zero,3.64
book_covers/1123.png,"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,4.1
book_covers/1124.png,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,3.99
book_covers/1125.png,"Roald Dahl, Quentin Blake",1982,The BFG,4.22
book_covers/1126.png,"Roald Dahl, Quentin Blake",1983,The Witches,4.17
book_covers/1127.png,"Roald Dahl, Quentin Blake",1980,The Twits,3.94
book_covers/1128.png,"Roald Dahl, Quentin Blake",1972,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",3.64
book_covers/1129.png,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,3.89
book_covers/1130.png,"Lemony Snicket, Brett Helquist",1999,The Reptile Room,3.95
book_covers/1131.png,"Lemony Snicket, Brett Helquist",2000,The Wide Window,3.91
book_covers/1132.png,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,3.83
book_covers/1133.png,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,3.97
book_covers/1134.png,"Lemony Snicket, Brett Helquist",2001,The Vile Village,3.94
book_covers/1135.png,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,4.01
book_covers/1136.png,"Lemony Snicket, Brett Helquist",2003,The Slippery Slope,4.0
book_covers/1137.png,"Lemony Snicket, Brett Helquist",2004,The Grim Grotto,3.99
book_covers/1138.png,"Lemony Snicket, Brett Helquist",2001,The Hostile Hospital,3.95
book_covers/1139.png,"Lemony Snicket, Seth",2012,"""Who Could That Be at This Hour?""",3.83
book_covers/1140.png,"Lemony Snicket, Brett Helquist",2006,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",4.28
book_covers/1141.png,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,4.09
book_covers/1142.png,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,4.5
book_covers/1143.png,"Arthur Conan Doyle, Kyle Freeman",1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2",4.46
book_covers/1144.png,Arthur Conan Doyle,1894,The Memoirs of Sherlock Holmes,4.32
book_covers/1145.png,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,3.96
book_covers/1146.png,Arthur Conan Doyle,1912,The Lost World ,3.92
book_covers/1147.png,Arthur Conan Doyle,1905,The Return of Sherlock Holmes,4.3
book_covers/1148.png,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45
book_covers/1149.png,Arthur Conan Doyle,1917,His Last Bow: Some Reminiscences of Sherlock Holmes,4.27
book_covers/1150.png,Arthur Conan Doyle,1927,The Case-Book of Sherlock Holmes,4.2
book_covers/1151.png,Carl Hiaasen,2013,Bad Monkey,3.66
book_covers/1152.png,Carl Hiaasen,2004,Skinny Dip,3.79
book_covers/1153.png,Carl Hiaasen,2012,Chomp!,3.93
book_covers/1154.png,Carl Hiaasen,2010,Star Island,3.44
book_covers/1155.png,Carl Hiaasen,2009,Scat,3.94
book_covers/1156.png,Daniel Silva,2000,The Kill Artist,4.0
book_covers/1157.png,Daniel Silva,2010,The Rembrandt Affair,4.26
book_covers/1158.png,Daniel Silva,2013,The English Girl,4.08
book_covers/1159.png,Daniel Silva,2011,Portrait of a Spy,4.24
book_covers/1160.png,Daniel Silva,2012,The Fallen Angel,4.17
book_covers/1161.png,Daniel Silva,1996,The Unlikely Spy,4.22
book_covers/1162.png,Daniel Silva,2003,The Confessor,4.14
book_covers/1163.png,Daniel Silva,2014,The Heist,4.11
book_covers/1164.png,Daniel Silva,2016,The Black Widow,4.34
book_covers/1165.png,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859,A Tale of Two Cities,3.81
book_covers/1166.png,Charles Dickens,1860,Great Expectations,3.75
book_covers/1167.png,Charles Dickens,1843,A Christmas Carol,4.02
book_covers/1168.png,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,3.85
book_covers/1169.png,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,3.96
book_covers/1170.png,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853,Bleak House,4.0
book_covers/1171.png,"Charles Dickens, Helen Small, Stephen Wall",1855,Little Dorrit,3.97
book_covers/1172.png,"Charles Dickens, Michael Slater",1843,A Christmas Carol and Other Christmas Writings,4.13
book_covers/1173.png,"Charles Dickens, Mark Ford",1839,Nicholas Nickleby,3.89
book_covers/1174.png,Charles Dickens,1865,Our Mutual Friend,4.07
book_covers/1175.png,Charles Dickens,1837,The Posthumous Papers of the Pickwick Club,3.82
book_covers/1176.png,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,The Life and Adventures of Martin Chuzzlewit,3.82
book_covers/1177.png,"Charles Dickens, Norman Page",1840,The Old Curiosity Shop,3.75
book_covers/1178.png,Sophie Kinsella,2000,Confessions of a Shopaholic,3.61
book_covers/1179.png,Sophie Kinsella,2003,Can You Keep a Secret?,3.83
book_covers/1180.png,Sophie Kinsella,2008,Remember Me?,3.76
book_covers/1181.png,Sophie Kinsella,2011,I've Got Your Number,3.93
book_covers/1182.png,Sophie Kinsella,2009,Twenties Girl,3.82
book_covers/1183.png,Sophie Kinsella,2001,Shopaholic Abroad,3.75
book_covers/1184.png,Sophie Kinsella,2002,Shopaholic Ties the Knot,3.77
book_covers/1185.png,Sophie Kinsella,2013,Wedding Night,3.4
book_covers/1186.png,Sophie Kinsella,2015,Finding Audrey,3.82
book_covers/1187.png,Sophie Kinsella,2014,"Shopaholic to the Stars (Shopaholic, #7)",3.24
book_covers/1188.png,Sophie Kinsella,2015,Shopaholic to the Rescue,3.55
book_covers/1189.png,"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,4.1
book_covers/1190.png,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,3.99
book_covers/1191.png,"Roald Dahl, Quentin Blake",1982,The BFG,4.22
book_covers/1192.png,"Roald Dahl, Quentin Blake",1983,The Witches,4.17
book_covers/1193.png,"Roald Dahl, Quentin Blake",1980,The Twits,3.94
book_covers/1194.png,"Roald Dahl, Quentin Blake",1972,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",3.64
book_covers/1195.png,"P.C. Cast, Kristin Cast",2007,Marked,3.79
book_covers/1196.png,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,3.95
book_covers/1197.png,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,3.9
book_covers/1198.png,"P.C. Cast, Kristin Cast",2009,Hunted,3.93
book_covers/1199.png,"P.C. Cast, Kristin Cast",2010,Burned: A House of Night Novel,3.98
book_covers/1200.png,"P.C. Cast, Kristin Cast",2008,Tempted,3.96
book_covers/1201.png,"P.C. Cast, Kristin Cast",2011,Awakened,4.02
book_covers/1202.png,"P.C. Cast, Kristin Cast",2011,Destined,4.04
book_covers/1203.png,"P.C. Cast, Kristin Cast",2012,Hidden,3.98
book_covers/1204.png,"P.C. Cast, Kristin Cast",2013,Revealed,3.81
book_covers/1205.png,"P.C. Cast, Kristin Cast",2011,Dragon's Oath,4.06
book_covers/1206.png,"P.C. Cast, Kristin Cast",2014,Redeemed,3.95
book_covers/1207.png,"P.C. Cast, Kristin Cast",2012,Lenobia's Vow,4.16
book_covers/1208.png,"P.C. Cast, Kristin Cast",2007,Marked,3.79
book_covers/1209.png,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,3.95
book_covers/1210.png,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,3.9
book_covers/1211.png,"P.C. Cast, Kristin Cast",2009,Hunted,3.93
book_covers/1212.png,"P.C. Cast, Kristin Cast",2010,Burned: A House of Night Novel,3.98
book_covers/1213.png,"P.C. Cast, Kristin Cast",2008,Tempted,3.96
book_covers/1214.png,"P.C. Cast, Kristin Cast",2011,Awakened,4.02
book_covers/1215.png,"P.C. Cast, Kristin Cast",2011,Destined,4.04
book_covers/1216.png,"P.C. Cast, Kristin Cast",2012,Hidden,3.98
book_covers/1217.png,"P.C. Cast, Kristin Cast",2013,Revealed,3.81
book_covers/1218.png,"P.C. Cast, Kristin Cast",2011,Dragon's Oath,4.06
book_covers/1219.png,"P.C. Cast, Kristin Cast",2014,Redeemed,3.95
book_covers/1220.png,"P.C. Cast, Kristin Cast",2012,Lenobia's Vow,4.16
book_covers/1221.png,Colleen Hoover,2012,Hopeless,4.34
book_covers/1222.png,Colleen Hoover,2012,Slammed,4.29
book_covers/1223.png,Colleen Hoover,2012,Point of Retreat,4.3
book_covers/1224.png,Colleen Hoover,2014,Maybe Someday,4.33
book_covers/1225.png,Colleen Hoover,2014,Ugly Love,4.3
book_covers/1226.png,Colleen Hoover,2016,It Ends with Us,4.44
book_covers/1227.png,Colleen Hoover,2013,Losing Hope,4.39
book_covers/1228.png,Colleen Hoover,2015,November 9,4.41
book_covers/1229.png,Colleen Hoover,2013,This Girl,4.18
book_covers/1230.png,Colleen Hoover,2013,Finding Cinderella,4.3
book_covers/1231.png,Colleen Hoover,2014,Maybe Not,4.14
book_covers/1232.png,Jane Green,1997,Straight Talking,3.63
book_covers/1233.png,Jane Green,2013,Family Pictures,3.62
book_covers/1234.png,Jane Green,2012,Another Piece of My Heart,3.7
book_covers/1235.png,Kelley Armstrong,2008,The Summoning,4.03
book_covers/1236.png,Kelley Armstrong,2009,The Awakening,4.16
book_covers/1237.png,Kelley Armstrong,2010,The Reckoning,4.21
book_covers/1238.png,Kelley Armstrong,2001,Bitten,4.06
book_covers/1239.png,Kelley Armstrong,2011,The Gathering,4.03
book_covers/1240.png,Kelley Armstrong,2002,Stolen,4.16
book_covers/1241.png,Kelley Armstrong,2004,Dime Store Magic,4.07
book_covers/1242.png,Kelley Armstrong,2007,No Humans Involved,4.2
book_covers/1243.png,Kelley Armstrong,2006,Broken,4.19
book_covers/1244.png,Kelley Armstrong,2012,The Calling,4.1
book_covers/1245.png,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47
book_covers/1246.png,Kelley Armstrong,2005,Haunted,4.08
book_covers/1247.png,Kelley Armstrong,2009,Frostbitten,4.29
book_covers/1248.png,Kelley Armstrong,2013,The Rising,4.13
book_covers/1249.png,Kathy Reichs,1997,Déjà Dead,3.86
book_covers/1250.png,"Kathy Reichs, Brendan Reichs",2010,Virals,3.94
book_covers/1251.png,Kathy Reichs,2000,Deadly Décisions,3.93
book_covers/1252.png,Kathy Reichs,2011,Flash and Bones,3.86
book_covers/1253.png,Kathy Reichs,2012,Bones Are Forever,3.86
book_covers/1254.png,Karin Slaughter,2015,Pretty Girls,3.95
book_covers/1255.png,Karin Slaughter,2004,Indelible,4.19
book_covers/1256.png,Karin Slaughter,2003,A Faint Cold Fear,4.12
book_covers/1257.png,Karin Slaughter,2002,Kisscut,4.12
book_covers/1258.png,Karin Slaughter,2012,Criminal,4.21
book_covers/1259.png,Karin Slaughter,2005,Faithless,4.11
book_covers/1260.png,Karin Slaughter,2013,Unseen,4.17
book_covers/1261.png,Karin Slaughter,2016,The Kept Woman,4.1
book_covers/1262.png,Karin Slaughter,2014,Cop Town,3.88
book_covers/1263.png,"James Patterson, Maxine Paetro",2006,The 5th Horseman,4.03
book_covers/1264.png,"James Patterson, Maxine Paetro",2007,The 6th Target,4.02
book_covers/1265.png,"James Patterson, Maxine Paetro",2009,The 8th Confession,4.02
book_covers/1266.png,"James Patterson, Maxine Paetro",2010,The 9th Judgment,4.08
book_covers/1267.png,"James Patterson, Maxine Paetro",2012,11th hour,4.02
book_covers/1268.png,"James Patterson, Maxine Paetro",2013,12th of Never,3.99
book_covers/1269.png,"James Patterson, Maxine Paetro",2015,14th Deadly Sin,3.99
book_covers/1270.png,"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,3.89
book_covers/1271.png,"James Patterson, Maxine Paetro",2009,Swimsuit,3.63
book_covers/1272.png,"James Patterson, Maxine Paetro",2016,15th Affair,4.04
book_covers/1273.png,James Rollins,2004,Sandstorm,3.94
book_covers/1274.png,James Rollins,2008,The Last Oracle,4.15
book_covers/1275.png,James Rollins,2006,Black Order,4.14
book_covers/1276.png,James Rollins,2007,The Judas Strain,4.15
book_covers/1277.png,James Rollins,2002,Amazonia,4.11
book_covers/1278.png,James Rollins,1999,Subterranean,4.01
book_covers/1279.png,James Rollins,2010,The Devil Colony,4.17
book_covers/1280.png,James Rollins,2012,Bloodline,4.23
book_covers/1281.png,James Rollins,2013,The Eye of God: A Sigma Force Novel,4.11
book_covers/1282.png,"James Rollins, Rebecca Cantrell",2013,The Blood Gospel: The Order of the Sanguines Series,3.97
book_covers/1283.png,Bernard Cornwell,2004,The Last Kingdom,4.23
book_covers/1284.png,Bernard Cornwell,1995,The Winter King,4.27
book_covers/1285.png,Bernard Cornwell,2005,The Pale Rider,4.27
book_covers/1286.png,Bernard Cornwell,2007,Sword Song,4.28
book_covers/1287.png,Bernard Cornwell,2000,Harlequin,4.12
book_covers/1288.png,Bernard Cornwell,2009,The Burning Land,4.29
book_covers/1289.png,Bernard Cornwell,2008,Azincourt ,4.11
book_covers/1290.png,Bernard Cornwell,2011,Death of Kings,4.28
book_covers/1291.png,Bernard Cornwell,1996,Enemy of God,4.38
book_covers/1292.png,Bernard Cornwell,2002,Vagabond,4.09
book_covers/1293.png,Bernard Cornwell,2013,The Pagan Lord,4.34
book_covers/1294.png,Bernard Cornwell,2003,Heretic,4.11
book_covers/1295.png,Kresley Cole,2006,A Hunger Like No Other,4.21
book_covers/1296.png,Kresley Cole,2006,No Rest for the Wicked,4.3
book_covers/1297.png,Kresley Cole,2006,The Warlord Wants Forever,4.09
book_covers/1298.png,Kresley Cole,2007,Wicked Deeds on a Winter's Night (Immortals After Dark #4),4.37
book_covers/1299.png,Kresley Cole,2008,Dark Desires After Dusk,4.38
book_covers/1300.png,Kresley Cole,2008,Dark Needs at Night's Edge,4.32
book_covers/1301.png,Kresley Cole,2010,Demon From the Dark ,4.47
book_covers/1302.png,Kresley Cole,2010,Pleasure of a Dark Prince ,4.41
book_covers/1303.png,Kresley Cole,2012,Poison Princess,4.14
book_covers/1304.png,Kresley Cole,2009,Kiss of a Demon King ,4.35
book_covers/1305.png,Kresley Cole,2012,Lothaire,4.43
book_covers/1306.png,Kresley Cole,2011,Dreams of a Dark Warrior,4.39
book_covers/1307.png,Kresley Cole,2013,Endless Knight ,4.39
book_covers/1308.png,Kresley Cole,2012,"Shadow's Claim (The Dacians, #1)",4.28
book_covers/1309.png,Kresley Cole,2013,MacRieve,4.3
book_covers/1310.png,Philippa Gregory,2001,The Other Boleyn Girl,4.04
book_covers/1311.png,Philippa Gregory,2005,The Constant Princess,3.88
book_covers/1312.png,Philippa Gregory,2003,The Queen's Fool,3.83
book_covers/1313.png,Philippa Gregory,2010,The Red Queen,3.74
book_covers/1314.png,Philippa Gregory,2004,The Virgin's Lover,3.69
book_covers/1315.png,Philippa Gregory,2011,The Lady of the Rivers,3.96
book_covers/1316.png,"Philippa Gregory, Mirjana Valent",2012,The Kingmaker's Daughter,3.95
book_covers/1317.png,Philippa Gregory,2013,The White Princess,3.85
book_covers/1318.png,Philippa Gregory,1987,Wideacre,3.28
book_covers/1319.png,Philippa Gregory,2015,The Taming of the Queen,3.89
book_covers/1320.png,Chuck Palahniuk,1996,Fight Club,4.2
book_covers/1321.png,Chuck Palahniuk,2001,Choke,3.69
book_covers/1322.png,Chuck Palahniuk,1999,Survivor,3.93
book_covers/1323.png,Chuck Palahniuk,2002,Lullaby,3.73
book_covers/1324.png,Chuck Palahniuk,2005,Haunted: A Novel of Stories,3.59
book_covers/1325.png,Chuck Palahniuk,2008,Snuff,3.18
book_covers/1326.png,Chuck Palahniuk,2011,Damned,3.38
book_covers/1327.png,Chuck Palahniuk,2009,Pygmy,2.96
book_covers/1328.png,Chuck Palahniuk,2010,Tell-All,2.84
book_covers/1329.png,Chuck Palahniuk,2014,Beautiful You,2.98
book_covers/1330.png,Chuck Palahniuk,2004,Guts,3.93
book_covers/1331.png,Kristin Hannah,2015,The Nightingale,4.54
book_covers/1332.png,Kristin Hannah,2008,Firefly Lane,4.04
book_covers/1333.png,Kristin Hannah,2009,Winter Garden,4.13
book_covers/1334.png,Kristin Hannah,2011,Night Road,4.17
book_covers/1335.png,Kristin Hannah,2012,Home Front,4.12
book_covers/1336.png,Kristin Hannah,2013,Fly Away,3.94
book_covers/1337.png,Kristin Hannah,2006,Magic Hour,4.1
book_covers/1338.png,Kristin Hannah,2001,Summer Island,3.97
book_covers/1339.png,Kristin Hannah,2004,The Things We Do for Love,4.05
book_covers/1340.png,Kristin Hannah,2002,Distant Shores,3.7
book_covers/1341.png,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,3.89
book_covers/1342.png,"Lemony Snicket, Brett Helquist",1999,The Reptile Room,3.95
book_covers/1343.png,"Lemony Snicket, Brett Helquist",2000,The Wide Window,3.91
book_covers/1344.png,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,3.83
book_covers/1345.png,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,3.97
book_covers/1346.png,"Lemony Snicket, Brett Helquist",2001,The Vile Village,3.94
book_covers/1347.png,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,4.01
book_covers/1348.png,"Lemony Snicket, Brett Helquist",2003,The Slippery Slope,4.0
book_covers/1349.png,"Lemony Snicket, Brett Helquist",2004,The Grim Grotto,3.99
book_covers/1350.png,"Lemony Snicket, Brett Helquist",2001,The Hostile Hospital,3.95
book_covers/1351.png,"Lemony Snicket, Brett Helquist",2006,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",4.28
book_covers/1352.png,Terry Goodkind,1995,Stone of Tears,4.1
book_covers/1353.png,Terry Goodkind,1996,Blood of the Fold,3.98
book_covers/1354.png,Terry Goodkind,1998,"Debt of Bones (The Sword of Truth, #0.5)",3.85
book_covers/1355.png,Terry Goodkind,2011,"The Omen Machine (Richard and Kahlan, #1)",3.66
book_covers/1356.png,Terry Goodkind,2012,The First Confessor,4.19
book_covers/1357.png,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26
book_covers/1358.png,Christopher Moore,2006,A Dirty Job,4.08
book_covers/1359.png,Christopher Moore,2007,You Suck ,3.82
book_covers/1360.png,Christopher Moore,1992,Practical Demonkeeping,3.81
book_covers/1361.png,Christopher Moore,2003,"Fluke: Or, I Know Why the Winged Whale Sings",3.73
book_covers/1362.png,Christopher Moore,2004,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,3.82
book_covers/1363.png,Christopher Moore,1999,The Lust Lizard of Melancholy Cove,3.85
book_covers/1364.png,"Christopher Moore, Oliver Wyman",1997,Island of the Sequined Love Nun,3.78
book_covers/1365.png,Christopher Moore,2012,Sacré Bleu: A Comedy d'Art,3.77
book_covers/1366.png,Christopher Moore,2015,Secondhand Souls,3.92
book_covers/1367.png,Christopher Moore,2014,The Serpent of Venice,3.86
book_covers/1368.png,Karen Marie Moning,2006,Darkfever,4.14
book_covers/1369.png,Karen Marie Moning,2007,Bloodfever,4.3
book_covers/1370.png,Karen Marie Moning,1999,Beyond the Highland Mist,3.99
book_covers/1371.png,Karen Marie Moning,2001,Kiss of the Highlander,4.31
book_covers/1372.png,Karen Marie Moning,2012,Iced,4.13
book_covers/1373.png,Karen Marie Moning,2000,The Highlander's Touch ,4.15
book_covers/1374.png,Karen Marie Moning,2015,Burned,4.12
book_covers/1375.png,Karen Marie Moning,2016,Feverborn,4.18
book_covers/1376.png,"Margaret Weis, Tracy Hickman",1984,Dragons of Autumn Twilight,4.03
book_covers/1377.png,"Margaret Weis, Tracy Hickman",1985,Dragons of Spring Dawning,4.12
book_covers/1378.png,"Margaret Weis, Tracy Hickman",1986,Time of the Twins,4.13
book_covers/1379.png,"Margaret Weis, Tracy Hickman",1986,War of the Twins,4.11
book_covers/1380.png,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)",3.93
book_covers/1381.png,"Margaret Weis, Tracy Hickman",1992,Serpent Mage,4.06
book_covers/1382.png,"Margaret Weis, Tracy Hickman",1993,Into the Labyrinth,4.09
book_covers/1383.png,"Margaret Weis, Tracy Hickman",1994,The Seventh Gate,4.09
book_covers/1384.png,"Margaret Weis, Tracy Hickman",1991,Fire Sea,4.05
book_covers/1385.png,"Margaret Weis, Tracy Hickman",1993,The Hand of Chaos,4.05
book_covers/1386.png,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)",3.98
book_covers/1387.png,"Margaret Weis, Tracy Hickman",1984,Dragons of Autumn Twilight,4.03
book_covers/1388.png,"Margaret Weis, Tracy Hickman",1985,Dragons of Spring Dawning,4.12
book_covers/1389.png,"Margaret Weis, Tracy Hickman",1986,Time of the Twins,4.13
book_covers/1390.png,"Margaret Weis, Tracy Hickman",1986,War of the Twins,4.11
book_covers/1391.png,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)",3.93
book_covers/1392.png,"Margaret Weis, Tracy Hickman",1992,Serpent Mage,4.06
book_covers/1393.png,"Margaret Weis, Tracy Hickman",1993,Into the Labyrinth,4.09
book_covers/1394.png,"Margaret Weis, Tracy Hickman",1994,The Seventh Gate,4.09
book_covers/1395.png,"Margaret Weis, Tracy Hickman",1991,Fire Sea,4.05
book_covers/1396.png,"Margaret Weis, Tracy Hickman",1993,The Hand of Chaos,4.05
book_covers/1397.png,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)",3.98
book_covers/1398.png,Clive Cussler,2003,Trojan Odyssey,3.92
book_covers/1399.png,"Clive Cussler, Michael Pritchard",1983,Pacific Vortex!,3.76
book_covers/1400.png,Clive Cussler,1984,Deep Six,3.88
book_covers/1401.png,Clive Cussler,1988,Treasure,3.92
book_covers/1402.png,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990,The Doll's House,4.44
book_covers/1403.png,Clive Barker,1986,The Hellbound Heart,4.02
book_covers/1404.png,Clive Barker,1989,The Great and Secret Show,4.05
book_covers/1405.png,Clive Barker,1992,The Thief of Always,4.18
book_covers/1406.png,Clive Barker,1984,Books of Blood: Volumes 1-3,4.16
book_covers/1407.png,Clive Barker,1987,Weaveworld,4.13
book_covers/1408.png,Clive Barker,1991,Imajica,4.16
book_covers/1409.png,Clive Barker,1984,Books of Blood: Volume One,4.0
book_covers/1410.png,Clive Barker,1988,Cabal,3.92
book_covers/1411.png,Clive Barker,1991,Imajica,4.24
book_covers/1412.png,Clive Barker,2007,Mister B. Gone,3.32
book_covers/1413.png,Vince Flynn,2010,American Assassin,4.24
book_covers/1414.png,Vince Flynn,2005,Consent to Kill,4.36
book_covers/1415.png,Vince Flynn,2001,Separation of Power,4.32
book_covers/1416.png,Vince Flynn,1997,Term Limits,4.3
book_covers/1417.png,Vince Flynn,2000,The Third Option,4.26
